txn_id,account_id,merchant_name,amount_cents,currency,txn_time,category,status,created_at,updated_at
1804,787,Apple,93161,USD,2024-04-18T12:45:55,food,reversed,2024-04-18T12:45:55,2024-04-18T17:11:55
1805,787,Lyft,15982,USD,2025-04-08T04:03:41,retail,reversed,2025-04-08T04:03:41,2025-04-08T07:11:41
1806,787,Exxon,93025,USD,2025-01-17T05:17:56,travel,posted,2025-01-17T05:17:56,2025-01-17T06:54:56
1807,787,Home Depot,72110,USD,2024-05-05T00:43:55,grocery,posted,2024-05-05T00:43:55,2024-05-05T01:29:55
1808,787,Exxon,66679,USD,2024-11-04T13:48:55,streaming,pending,2024-11-04T13:48:55,2024-11-04T20:27:55
1809,787,Google,24563,USD,2024-06-03T03:10:32,rideshare,pending,2024-06-03T03:10:32,2024-06-03T07:41:32
1810,787,Home Depot,44907,USD,2024-09-01T01:06:55,coffee,pending,2024-09-01T01:06:55,2024-09-01T12:52:55
1811,787,Google,12249,USD,2024-11-07T17:00:12,grocery,posted,2024-11-07T17:00:12,2024-11-07T17:21:12
1812,787,Exxon,19531,USD,2024-06-08T03:55:49,grocery,pending,2024-06-08T03:55:49,2024-06-09T00:29:49
1813,787,Apple,-1940,USD,2024-05-06T21:40:35,grocery,pending,2024-05-06T21:40:35,2024-05-07T12:04:35
1814,787,Exxon,65278,USD,2024-07-03T20:08:16,fuel,pending,2024-07-03T20:08:16,2024-07-04T12:05:16
1815,787,Shell,69580,USD,2025-01-20T01:24:50,fuel,posted,2025-01-20T01:24:50,2025-01-20T05:32:50
1816,787,Google,26606,USD,2024-05-27T21:04:28,grocery,reversed,2024-05-27T21:04:28,2024-05-28T15:40:28
1817,787,Uber,38251,USD,2024-08-18T11:24:49,retail,reversed,2024-08-18T11:24:49,2024-08-18T17:09:49
1818,787,Amazon,40339,USD,2025-03-25T13:44:08,coffee,posted,2025-03-25T13:44:08,2025-03-25T23:46:08
1819,787,Costco,3636,USD,2025-01-31T08:05:47,grocery,posted,2025-01-31T08:05:47,2025-01-31T17:29:47
1820,92,Google,28999,USD,2024-02-11T02:07:47,rideshare,reversed,2024-02-11T02:07:47,2024-02-11T10:39:47
1821,92,Google,50213,USD,2024-03-19T22:14:56,grocery,pending,2024-03-19T22:14:56,2024-03-20T14:02:56
1822,92,Netflix,85461,USD,2025-01-23T02:18:21,coffee,pending,2025-01-23T02:18:21,2025-01-23T04:51:21
1823,92,Exxon,19165,USD,2024-01-11T21:13:51,grocery,posted,2024-01-11T21:13:51,2024-01-12T17:19:51
1824,92,Walmart,21906,USD,2025-02-20T12:18:45,rideshare,posted,2025-02-20T12:18:45,2025-02-21T06:01:45
1825,92,Shell,20494,USD,2024-11-22T02:54:06,fuel,reversed,2024-11-22T02:54:06,2024-11-22T19:40:06
1826,92,Google,77494,USD,2025-06-17T10:29:34,rideshare,posted,2025-06-17T10:29:34,2025-06-17T18:23:34
1827,92,Airbnb,29854,USD,2025-02-22T22:23:50,grocery,reversed,2025-02-22T22:23:50,2025-02-23T04:25:50
1828,92,Lyft,87329,USD,2025-02-26T03:47:36,food,pending,2025-02-26T03:47:36,2025-02-26T15:20:36
1829,92,McDonalds,73028,USD,2024-06-26T19:09:35,travel,reversed,2024-06-26T19:09:35,2024-06-26T19:55:35
1830,92,Shell,90119,USD,2025-01-17T18:56:38,food,posted,2025-01-17T18:56:38,2025-01-18T18:10:38
1831,92,Google,57450,USD,2024-04-02T10:13:36,retail,posted,2024-04-02T10:13:36,2024-04-03T03:09:36
1832,92,Netflix,51095,USD,2024-07-02T06:25:30,coffee,pending,2024-07-02T06:25:30,2024-07-02T18:52:30
1833,92,Netflix,47298,USD,2024-01-02T17:58:13,coffee,pending,2024-01-02T17:58:13,2024-01-03T16:27:13
1834,92,Target,21651,USD,2024-05-12T18:33:27,fuel,posted,2024-05-12T18:33:27,2024-05-13T17:33:27
1835,92,Apple,9296,USD,2024-05-03T16:01:22,fuel,pending,2024-05-03T16:01:22,2024-05-04T03:27:22
1836,92,Airbnb,56626,USD,2025-02-22T17:04:38,grocery,reversed,2025-02-22T17:04:38,2025-02-23T02:06:38
1837,92,Starbucks,72636,USD,2024-11-10T12:31:46,grocery,reversed,2024-11-10T12:31:46,2024-11-11T10:44:46
1838,92,Shell,7535,USD,2024-05-15T07:35:52,coffee,posted,2024-05-15T07:35:52,2024-05-16T02:57:52
1839,92,McDonalds,57863,USD,2024-11-05T01:57:39,retail,reversed,2024-11-05T01:57:39,2024-11-05T22:06:39
1840,92,Exxon,99262,USD,2025-02-18T23:19:08,streaming,pending,2025-02-18T23:19:08,2025-02-19T13:59:08
1841,92,Netflix,77817,USD,2025-04-29T05:42:28,streaming,reversed,2025-04-29T05:42:28,2025-04-29T06:15:28
1842,92,Airbnb,14629,USD,2024-05-02T23:36:53,retail,posted,2024-05-02T23:36:53,2024-05-03T00:45:53
1843,158,Apple,69078,USD,2025-05-29T10:25:11,streaming,reversed,2025-05-29T10:25:11,2025-05-29T20:22:11
1844,158,Uber,15037,USD,2025-05-18T14:30:18,fuel,reversed,2025-05-18T14:30:18,2025-05-19T11:18:18
1845,158,Exxon,70553,USD,2025-02-01T20:12:18,grocery,reversed,2025-02-01T20:12:18,2025-02-01T23:04:18
1846,158,Google,43453,USD,2024-08-08T06:03:07,travel,pending,2024-08-08T06:03:07,2024-08-09T05:46:07
1847,158,Walmart,55855,USD,2025-05-23T14:58:10,fuel,pending,2025-05-23T14:58:10,2025-05-23T22:59:10
1848,158,Google,50645,USD,2025-02-26T12:18:55,food,posted,2025-02-26T12:18:55,2025-02-26T18:59:55
1849,158,Exxon,98808,USD,2025-02-22T20:43:23,coffee,pending,2025-02-22T20:43:23,2025-02-23T17:43:23
1850,158,Apple,34031,USD,2024-12-17T02:00:37,grocery,reversed,2024-12-17T02:00:37,2024-12-17T04:10:37
1851,158,Google,84991,USD,2025-05-02T15:23:38,travel,reversed,2025-05-02T15:23:38,2025-05-03T09:32:38
1852,158,Netflix,48393,USD,2025-01-17T12:19:41,coffee,reversed,2025-01-17T12:19:41,2025-01-18T07:55:41
1853,158,Google,64296,USD,2024-12-05T00:17:21,coffee,pending,2024-12-05T00:17:21,2024-12-05T11:12:21
1854,158,Target,73602,USD,2025-02-04T21:06:56,travel,reversed,2025-02-04T21:06:56,2025-02-04T22:24:56
1855,158,Lyft,67748,USD,2025-05-14T16:05:11,retail,posted,2025-05-14T16:05:11,2025-05-15T14:02:11
1856,158,Exxon,87435,USD,2024-05-24T15:42:45,rideshare,posted,2024-05-24T15:42:45,2024-05-24T17:28:45
1857,158,Airbnb,33301,USD,2025-06-24T05:05:24,retail,reversed,2025-06-24T05:05:24,2025-06-24T17:23:24
1858,158,Home Depot,47930,USD,2024-10-30T01:00:20,fuel,reversed,2024-10-30T01:00:20,2024-10-30T16:35:20
1859,158,Amazon,3022,USD,2025-03-18T02:32:08,grocery,pending,2025-03-18T02:32:08,2025-03-18T12:04:08
1860,158,McDonalds,21056,USD,2025-02-24T19:19:35,fuel,posted,2025-02-24T19:19:35,2025-02-25T04:28:35
1861,158,Airbnb,21927,USD,2024-07-14T02:48:51,food,posted,2024-07-14T02:48:51,2024-07-14T23:03:51
1862,315,Lyft,16396,USD,2024-06-01T07:42:14,streaming,pending,2024-06-01T07:42:14,2024-06-02T05:29:14
1863,315,Starbucks,81092,USD,2024-07-10T13:25:09,streaming,posted,2024-07-10T13:25:09,2024-07-10T21:00:09
1864,315,Airbnb,69589,USD,2024-05-31T03:00:24,grocery,posted,2024-05-31T03:00:24,2024-05-31T16:49:24
1865,315,Walmart,32174,USD,2024-05-07T17:02:22,fuel,pending,2024-05-07T17:02:22,2024-05-08T11:13:22
1866,315,Airbnb,92689,USD,2024-09-19T10:41:15,travel,pending,2024-09-19T10:41:15,2024-09-19T22:24:15
1867,315,Shell,19978,USD,2024-10-29T04:54:44,coffee,posted,2024-10-29T04:54:44,2024-10-30T01:00:44
1868,315,Target,89042,USD,2024-06-21T03:53:42,fuel,reversed,2024-06-21T03:53:42,2024-06-22T00:38:42
1869,315,Walmart,46503,USD,2025-06-17T04:07:19,rideshare,reversed,2025-06-17T04:07:19,2025-06-17T07:44:19
1870,315,Apple,91141,USD,2025-03-10T21:55:02,fuel,posted,2025-03-10T21:55:02,2025-03-10T22:47:02
1871,315,Netflix,62177,USD,2025-05-16T14:58:22,streaming,posted,2025-05-16T14:58:22,2025-05-17T10:02:22
1872,315,Shell,48,USD,2024-09-08T22:48:48,fuel,posted,2024-09-08T22:48:48,2024-09-09T22:00:48
1873,315,Target,32302,USD,2024-08-11T03:44:55,retail,pending,2024-08-11T03:44:55,2024-08-11T14:11:55
1874,315,Walmart,79681,USD,2025-05-02T21:08:59,grocery,pending,2025-05-02T21:08:59,2025-05-03T13:33:59
1875,315,Starbucks,61471,USD,2025-04-10T06:11:19,retail,pending,2025-04-10T06:11:19,2025-04-10T23:59:19
1876,315,Target,74280,USD,2024-09-16T03:02:12,streaming,pending,2024-09-16T03:02:12,2024-09-16T05:58:12
1877,315,Apple,25549,USD,2024-10-09T21:37:17,streaming,pending,2024-10-09T21:37:17,2024-10-10T08:43:17
1878,315,Walmart,57464,USD,2024-08-16T02:01:57,fuel,posted,2024-08-16T02:01:57,2024-08-16T08:55:57
1879,315,Home Depot,26389,USD,2024-03-24T06:46:01,coffee,posted,2024-03-24T06:46:01,2024-03-25T03:54:01
1880,315,Google,52982,USD,2024-06-15T13:57:56,grocery,pending,2024-06-15T13:57:56,2024-06-16T04:29:56
1881,315,Amazon,39591,USD,2024-12-13T10:46:37,retail,reversed,2024-12-13T10:46:37,2024-12-13T19:50:37
1882,315,Costco,89373,USD,2024-04-26T06:21:30,grocery,posted,2024-04-26T06:21:30,2024-04-26T09:19:30
1883,315,Lyft,99755,USD,2024-01-28T08:01:47,coffee,posted,2024-01-28T08:01:47,2024-01-28T21:05:47
1884,315,Walmart,67364,USD,2025-04-23T05:49:46,travel,reversed,2025-04-23T05:49:46,2025-04-23T07:52:46
1885,315,Costco,94010,USD,2025-04-14T23:21:18,coffee,posted,2025-04-14T23:21:18,2025-04-14T23:34:18
1886,315,Starbucks,45315,USD,2024-07-30T00:31:12,rideshare,reversed,2024-07-30T00:31:12,2024-07-30T18:29:12
1887,315,Lyft,98530,USD,2025-03-09T06:14:07,food,pending,2025-03-09T06:14:07,2025-03-09T10:54:07
1888,315,McDonalds,71060,USD,2024-09-14T00:17:48,food,posted,2024-09-14T00:17:48,2024-09-14T02:16:48
1889,315,Shell,99308,USD,2024-09-09T00:16:57,food,posted,2024-09-09T00:16:57,2024-09-09T18:39:57
1890,315,Uber,34639,USD,2024-12-09T11:13:59,coffee,pending,2024-12-09T11:13:59,2024-12-10T04:02:59
1891,315,Lyft,64874,USD,2024-09-19T10:44:09,streaming,reversed,2024-09-19T10:44:09,2024-09-20T08:18:09
1892,418,Lyft,53307,USD,2025-04-01T23:06:08,fuel,reversed,2025-04-01T23:06:08,2025-04-02T20:02:08
1893,418,Netflix,21301,USD,2024-08-11T17:19:02,coffee,posted,2024-08-11T17:19:02,2024-08-12T14:17:02
1894,418,McDonalds,8876,USD,2024-04-02T03:56:28,food,posted,2024-04-02T03:56:28,2024-04-02T04:48:28
1895,418,Airbnb,-1180,USD,2024-04-15T17:33:32,retail,pending,2024-04-15T17:33:32,2024-04-15T22:52:32
1896,418,Exxon,46824,USD,2024-08-26T07:56:09,rideshare,reversed,2024-08-26T07:56:09,2024-08-27T06:01:09
1897,418,Target,7535,USD,2024-06-29T06:27:47,coffee,reversed,2024-06-29T06:27:47,2024-06-29T10:24:47
1898,418,Walmart,39599,USD,2024-09-10T04:40:59,rideshare,pending,2024-09-10T04:40:59,2024-09-10T15:43:59
1899,418,Amazon,60983,USD,2024-09-21T00:45:00,rideshare,reversed,2024-09-21T00:45:00,2024-09-21T22:21:00
1900,418,Home Depot,70816,USD,2024-11-26T15:18:11,coffee,reversed,2024-11-26T15:18:11,2024-11-26T18:43:11
1901,418,Uber,37749,USD,2024-08-08T12:27:22,food,posted,2024-08-08T12:27:22,2024-08-09T08:28:22
1902,418,Google,91944,USD,2025-04-26T12:56:03,coffee,posted,2025-04-26T12:56:03,2025-04-27T12:29:03
1903,418,Google,53452,USD,2024-06-21T11:58:26,travel,reversed,2024-06-21T11:58:26,2024-06-21T21:57:26
1904,418,Starbucks,52169,USD,2025-05-14T13:06:10,retail,pending,2025-05-14T13:06:10,2025-05-15T01:36:10
1905,418,Home Depot,94829,USD,2025-02-04T06:08:58,coffee,posted,2025-02-04T06:08:58,2025-02-04T15:57:58
1906,418,Netflix,7121,USD,2024-06-11T10:51:13,rideshare,pending,2024-06-11T10:51:13,2024-06-12T05:23:13
1907,418,Starbucks,94606,USD,2024-03-23T05:23:44,rideshare,pending,2024-03-23T05:23:44,2024-03-23T09:41:44
1908,418,Starbucks,77505,USD,2024-06-04T11:38:45,retail,reversed,2024-06-04T11:38:45,2024-06-04T22:02:45
1909,418,Amazon,10137,USD,2025-04-29T17:28:05,food,reversed,2025-04-29T17:28:05,2025-04-29T17:44:05
1910,418,Target,66103,USD,2024-03-10T18:56:37,food,posted,2024-03-10T18:56:37,2024-03-11T11:38:37
1911,418,Home Depot,24733,USD,2024-05-04T09:25:38,travel,posted,2024-05-04T09:25:38,2024-05-04T10:14:38
1912,418,McDonalds,19634,USD,2025-02-17T14:45:50,travel,posted,2025-02-17T14:45:50,2025-02-18T08:27:50
1913,418,Google,85183,USD,2024-03-08T15:30:37,coffee,pending,2024-03-08T15:30:37,2024-03-09T03:26:37
1914,418,Lyft,58851,USD,2025-01-07T21:19:55,streaming,reversed,2025-01-07T21:19:55,2025-01-08T09:42:55
1915,418,Uber,80278,USD,2025-03-12T13:12:33,travel,pending,2025-03-12T13:12:33,2025-03-13T02:08:33
1916,418,Amazon,72870,USD,2024-04-30T04:50:27,fuel,pending,2024-04-30T04:50:27,2024-05-01T01:56:27
1917,418,Costco,64968,USD,2024-03-11T02:05:05,travel,posted,2024-03-11T02:05:05,2024-03-12T00:31:05
1918,695,Walmart,93624,USD,2024-07-06T06:13:25,food,pending,2024-07-06T06:13:25,2024-07-07T00:58:25
1919,695,Google,92147,USD,2024-05-21T02:14:53,grocery,reversed,2024-05-21T02:14:53,2024-05-21T18:14:53
1920,695,Google,6299,USD,2024-05-16T08:28:13,rideshare,pending,2024-05-16T08:28:13,2024-05-16T23:35:13
1921,695,Exxon,71988,USD,2024-06-17T18:12:17,coffee,pending,2024-06-17T18:12:17,2024-06-18T05:19:17
1922,695,Starbucks,20615,USD,2024-05-21T04:47:50,rideshare,reversed,2024-05-21T04:47:50,2024-05-21T18:50:50
1923,695,Home Depot,11213,USD,2024-05-12T23:15:39,food,posted,2024-05-12T23:15:39,2024-05-13T21:41:39
1924,695,Exxon,7877,USD,2025-03-30T12:29:06,streaming,pending,2025-03-30T12:29:06,2025-03-31T07:21:06
1925,695,Target,16857,USD,2025-03-03T17:01:35,coffee,posted,2025-03-03T17:01:35,2025-03-04T15:18:35
1926,695,Target,90074,USD,2024-10-09T11:42:56,rideshare,posted,2024-10-09T11:42:56,2024-10-10T06:40:56
1927,695,Apple,32967,USD,2024-08-27T06:40:51,grocery,posted,2024-08-27T06:40:51,2024-08-28T04:40:51
1928,695,Home Depot,94615,USD,2024-12-25T15:27:25,travel,pending,2024-12-25T15:27:25,2024-12-25T20:57:25
1929,695,Target,35990,USD,2024-11-01T07:34:33,retail,reversed,2024-11-01T07:34:33,2024-11-01T18:55:33
1930,695,Shell,31278,USD,2024-07-21T18:05:58,travel,reversed,2024-07-21T18:05:58,2024-07-21T22:03:58
1931,695,Shell,56566,USD,2024-05-20T04:01:36,travel,pending,2024-05-20T04:01:36,2024-05-20T10:23:36
1932,695,Google,20849,USD,2025-03-19T13:01:01,grocery,pending,2025-03-19T13:01:01,2025-03-19T14:54:01
1933,695,Exxon,30307,USD,2024-09-14T04:19:57,travel,reversed,2024-09-14T04:19:57,2024-09-14T21:18:57
1934,695,Google,26080,USD,2024-03-28T09:23:45,fuel,pending,2024-03-28T09:23:45,2024-03-29T05:09:45
1935,695,Target,66019,USD,2025-03-09T15:41:40,coffee,pending,2025-03-09T15:41:40,2025-03-09T16:38:40
1936,695,Walmart,96664,USD,2025-06-08T11:01:29,coffee,posted,2025-06-08T11:01:29,2025-06-09T00:34:29
1937,695,Target,69824,USD,2024-02-12T04:03:01,coffee,pending,2024-02-12T04:03:01,2024-02-12T05:34:01
1938,695,Netflix,97745,USD,2024-07-25T01:45:57,travel,reversed,2024-07-25T01:45:57,2024-07-26T01:09:57
1939,695,Netflix,65977,USD,2024-12-27T15:27:02,travel,posted,2024-12-27T15:27:02,2024-12-28T14:47:02
1940,695,Home Depot,88874,USD,2024-06-12T13:36:09,fuel,reversed,2024-06-12T13:36:09,2024-06-13T07:09:09
1941,695,Target,22203,USD,2024-10-04T13:45:10,food,pending,2024-10-04T13:45:10,2024-10-04T15:07:10
1942,695,Uber,272,USD,2024-06-05T21:27:48,streaming,pending,2024-06-05T21:27:48,2024-06-06T10:41:48
1943,695,Costco,8749,USD,2025-05-16T07:15:20,fuel,pending,2025-05-16T07:15:20,2025-05-16T22:57:20
1944,695,Costco,43467,USD,2024-02-21T13:56:34,coffee,pending,2024-02-21T13:56:34,2024-02-22T09:24:34
1945,695,McDonalds,993,USD,2024-03-13T16:15:25,coffee,reversed,2024-03-13T16:15:25,2024-03-14T11:57:25
1946,695,Shell,93651,USD,2024-05-10T02:03:17,fuel,reversed,2024-05-10T02:03:17,2024-05-10T02:52:17
1947,695,Target,37687,USD,2024-03-12T19:51:36,travel,posted,2024-03-12T19:51:36,2024-03-13T18:09:36
1948,695,Amazon,23277,USD,2025-02-01T04:49:56,rideshare,pending,2025-02-01T04:49:56,2025-02-02T00:29:56
1949,695,Walmart,59616,USD,2024-11-18T19:03:17,rideshare,reversed,2024-11-18T19:03:17,2024-11-19T15:18:17
1950,695,Shell,10180,USD,2025-01-23T06:09:48,grocery,pending,2025-01-23T06:09:48,2025-01-23T19:43:48
1951,695,Starbucks,81006,USD,2024-02-07T14:32:53,coffee,pending,2024-02-07T14:32:53,2024-02-07T21:36:53
1952,695,Costco,13476,USD,2024-05-02T06:14:00,travel,posted,2024-05-02T06:14:00,2024-05-02T22:09:00
1953,695,Amazon,16302,USD,2025-05-27T18:41:58,grocery,reversed,2025-05-27T18:41:58,2025-05-28T17:40:58
1954,695,Walmart,13195,USD,2024-03-10T07:29:26,food,posted,2024-03-10T07:29:26,2024-03-10T11:03:26
1955,695,Amazon,21685,USD,2024-04-10T14:06:04,grocery,reversed,2024-04-10T14:06:04,2024-04-10T15:11:04
1956,695,Home Depot,15824,USD,2024-12-12T19:11:44,fuel,reversed,2024-12-12T19:11:44,2024-12-13T13:14:44
1957,695,Target,30594,USD,2024-12-05T22:08:39,rideshare,pending,2024-12-05T22:08:39,2024-12-06T08:09:39
1958,174,Lyft,47844,USD,2024-12-01T02:47:02,rideshare,reversed,2024-12-01T02:47:02,2024-12-01T03:14:02
1959,174,Google,21440,USD,2025-05-27T21:34:40,streaming,reversed,2025-05-27T21:34:40,2025-05-28T01:06:40
1960,174,McDonalds,98186,USD,2024-04-26T05:20:18,streaming,pending,2024-04-26T05:20:18,2024-04-26T08:45:18
1961,174,Amazon,35283,USD,2024-03-10T23:35:39,food,reversed,2024-03-10T23:35:39,2024-03-11T17:29:39
1962,174,Costco,42191,USD,2024-04-19T05:10:58,retail,reversed,2024-04-19T05:10:58,2024-04-20T03:51:58
1963,174,Starbucks,15646,USD,2024-09-10T16:59:50,streaming,posted,2024-09-10T16:59:50,2024-09-10T21:22:50
1964,174,Target,75516,USD,2024-01-14T07:02:41,fuel,posted,2024-01-14T07:02:41,2024-01-14T20:01:41
1965,174,Home Depot,95270,USD,2024-02-21T06:39:24,retail,pending,2024-02-21T06:39:24,2024-02-22T05:24:24
1966,174,Lyft,76145,USD,2025-03-17T20:30:25,coffee,reversed,2025-03-17T20:30:25,2025-03-18T16:24:25
1967,174,McDonalds,239,USD,2025-01-20T16:30:47,grocery,pending,2025-01-20T16:30:47,2025-01-21T07:59:47
1968,174,Uber,16596,USD,2024-04-02T03:48:09,rideshare,posted,2024-04-02T03:48:09,2024-04-02T16:03:09
1969,174,Netflix,40813,USD,2025-03-02T23:03:25,fuel,posted,2025-03-02T23:03:25,2025-03-03T09:31:25
1970,174,Costco,25788,USD,2024-04-11T05:35:40,retail,posted,2024-04-11T05:35:40,2024-04-11T08:08:40
1971,174,Starbucks,1361,USD,2024-05-01T07:13:49,travel,pending,2024-05-01T07:13:49,2024-05-01T21:38:49
1972,174,Shell,45424,USD,2024-04-05T14:59:23,coffee,posted,2024-04-05T14:59:23,2024-04-05T22:51:23
1973,174,Uber,62861,USD,2025-03-09T01:04:57,retail,pending,2025-03-09T01:04:57,2025-03-09T21:30:57
1974,174,Google,6063,USD,2025-04-26T02:54:53,grocery,posted,2025-04-26T02:54:53,2025-04-26T17:26:53
1975,61,Starbucks,27910,USD,2024-11-16T06:35:45,coffee,posted,2024-11-16T06:35:45,2024-11-17T00:42:45
1976,61,Lyft,12029,USD,2025-05-19T22:38:07,fuel,posted,2025-05-19T22:38:07,2025-05-20T04:02:07
1977,61,Exxon,80802,USD,2025-06-15T15:02:54,retail,pending,2025-06-15T15:02:54,2025-06-16T14:58:54
1978,61,Target,2244,USD,2024-08-09T17:16:54,retail,pending,2024-08-09T17:16:54,2024-08-09T17:50:54
1979,61,Airbnb,45603,USD,2025-04-23T13:37:47,food,posted,2025-04-23T13:37:47,2025-04-24T08:52:47
1980,61,Lyft,57175,USD,2025-05-11T23:27:27,food,posted,2025-05-11T23:27:27,2025-05-12T20:42:27
1981,630,Shell,56040,USD,2024-10-15T01:51:12,fuel,posted,2024-10-15T01:51:12,2024-10-15T11:34:12
1982,630,Target,20607,USD,2024-11-26T05:44:42,streaming,posted,2024-11-26T05:44:42,2024-11-26T09:21:42
1983,630,Google,30912,USD,2024-04-16T07:14:22,food,pending,2024-04-16T07:14:22,2024-04-16T11:00:22
1984,630,Amazon,70737,USD,2024-02-04T06:31:24,grocery,reversed,2024-02-04T06:31:24,2024-02-04T10:42:24
1985,630,Amazon,25160,USD,2024-01-31T01:59:12,food,reversed,2024-01-31T01:59:12,2024-01-31T09:49:12
1986,630,Apple,56894,USD,2024-03-18T23:09:59,streaming,pending,2024-03-18T23:09:59,2024-03-19T15:50:59
1987,630,Netflix,53549,USD,2024-05-05T17:33:24,retail,reversed,2024-05-05T17:33:24,2024-05-05T17:59:24
1988,630,McDonalds,10770,USD,2025-02-05T10:49:05,fuel,posted,2025-02-05T10:49:05,2025-02-05T14:28:05
1989,630,Amazon,75692,USD,2024-04-25T01:22:59,grocery,posted,2024-04-25T01:22:59,2024-04-25T03:26:59
1990,334,Netflix,23622,USD,2024-03-06T13:58:56,retail,posted,2024-03-06T13:58:56,2024-03-07T05:25:56
1991,334,Amazon,30309,USD,2024-03-19T23:11:59,travel,reversed,2024-03-19T23:11:59,2024-03-20T07:00:59
1992,334,Amazon,8447,USD,2024-09-14T23:31:30,streaming,posted,2024-09-14T23:31:30,2024-09-15T17:37:30
1993,334,Uber,62491,USD,2024-08-02T00:34:59,rideshare,posted,2024-08-02T00:34:59,2024-08-02T06:32:59
1994,334,Target,90283,USD,2024-03-29T16:57:05,retail,pending,2024-03-29T16:57:05,2024-03-30T12:14:05
1995,334,Lyft,21819,USD,2024-12-03T22:46:44,fuel,posted,2024-12-03T22:46:44,2024-12-04T13:18:44
1996,334,Shell,54293,USD,2025-06-30T08:28:15,streaming,posted,2025-06-30T08:28:15,2025-06-30T09:28:15
1997,334,Netflix,13793,USD,2024-06-07T21:18:36,retail,posted,2024-06-07T21:18:36,2024-06-08T04:05:36
1998,334,Target,99843,USD,2025-06-05T05:17:34,food,pending,2025-06-05T05:17:34,2025-06-05T20:17:34
1999,334,Airbnb,55340,USD,2024-07-16T11:01:31,food,posted,2024-07-16T11:01:31,2024-07-16T16:05:31
2000,334,Shell,44299,USD,2024-03-02T07:25:31,grocery,reversed,2024-03-02T07:25:31,2024-03-02T15:37:31
2001,334,Costco,89681,USD,2024-04-17T08:38:42,travel,pending,2024-04-17T08:38:42,2024-04-17T09:43:42
2002,334,Apple,32865,USD,2024-02-14T17:23:07,food,posted,2024-02-14T17:23:07,2024-02-14T20:48:07
2003,334,Exxon,41297,USD,2024-08-29T06:01:39,retail,pending,2024-08-29T06:01:39,2024-08-29T09:59:39
2004,334,Shell,56580,USD,2024-02-09T06:50:02,travel,reversed,2024-02-09T06:50:02,2024-02-09T22:47:02
2005,334,Amazon,31071,USD,2024-04-06T13:33:23,retail,reversed,2024-04-06T13:33:23,2024-04-07T11:54:23
2006,334,Target,74751,USD,2024-07-23T00:58:28,grocery,reversed,2024-07-23T00:58:28,2024-07-23T20:10:28
2007,334,Exxon,90734,USD,2025-06-27T15:42:47,streaming,reversed,2025-06-27T15:42:47,2025-06-27T15:48:47
2008,334,Exxon,30675,USD,2024-09-01T16:54:04,grocery,posted,2024-09-01T16:54:04,2024-09-01T22:46:04
2009,334,Shell,31491,USD,2024-02-02T20:28:18,retail,reversed,2024-02-02T20:28:18,2024-02-03T06:37:18
2010,334,Costco,76372,USD,2025-05-17T05:12:01,travel,posted,2025-05-17T05:12:01,2025-05-18T01:53:01
2011,334,Exxon,62595,USD,2025-02-15T00:46:39,rideshare,reversed,2025-02-15T00:46:39,2025-02-15T02:59:39
2012,334,Shell,58718,USD,2024-06-03T07:21:40,travel,reversed,2024-06-03T07:21:40,2024-06-03T11:27:40
2013,334,Shell,48098,USD,2024-11-18T00:15:42,streaming,pending,2024-11-18T00:15:42,2024-11-18T14:16:42
2014,334,Starbucks,11051,USD,2024-10-23T17:04:15,rideshare,posted,2024-10-23T17:04:15,2024-10-24T02:51:15
2015,334,Google,61572,USD,2024-02-08T03:22:05,streaming,pending,2024-02-08T03:22:05,2024-02-08T11:19:05
2016,334,Lyft,97902,USD,2024-05-15T07:14:16,food,pending,2024-05-15T07:14:16,2024-05-15T14:25:16
2017,334,Exxon,65552,USD,2025-06-19T01:43:54,streaming,reversed,2025-06-19T01:43:54,2025-06-19T21:07:54
2018,334,Google,78025,USD,2024-03-29T11:57:59,retail,pending,2024-03-29T11:57:59,2024-03-29T20:57:59
2019,334,Costco,54464,USD,2024-05-08T06:29:00,coffee,pending,2024-05-08T06:29:00,2024-05-08T13:47:00
2020,334,Netflix,4682,USD,2024-12-28T22:30:56,travel,reversed,2024-12-28T22:30:56,2024-12-29T04:21:56
2021,334,Apple,9668,USD,2024-03-23T02:13:35,retail,pending,2024-03-23T02:13:35,2024-03-24T00:46:35
2022,334,Amazon,84411,USD,2025-05-31T19:10:18,streaming,pending,2025-05-31T19:10:18,2025-06-01T13:47:18
2023,334,Lyft,28829,USD,2024-03-06T00:03:48,travel,pending,2024-03-06T00:03:48,2024-03-06T03:52:48
2024,186,Home Depot,937,USD,2024-12-11T05:16:31,streaming,reversed,2024-12-11T05:16:31,2024-12-11T22:36:31
2025,186,Netflix,7254,USD,2024-01-24T17:13:41,food,posted,2024-01-24T17:13:41,2024-01-25T03:35:41
2026,186,Starbucks,16119,USD,2025-02-19T15:03:38,grocery,posted,2025-02-19T15:03:38,2025-02-20T03:12:38
2027,186,Home Depot,65258,USD,2025-02-09T09:47:02,rideshare,reversed,2025-02-09T09:47:02,2025-02-10T00:48:02
2028,186,Google,46994,USD,2025-01-28T16:19:52,retail,reversed,2025-01-28T16:19:52,2025-01-28T22:12:52
2029,186,Uber,1367,USD,2024-02-17T22:26:28,retail,posted,2024-02-17T22:26:28,2024-02-18T14:37:28
